Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Air Arabia,United Arab Emirates,ARE,Airlines,No,medium,AEA003001012,B23DL40,01/12/2022,05/12/2022,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Airlines_01/02/2022,,,Carbon intensity (gCO2 / RTK),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Canada,Canada,CAN,Airlines,No,small,CA0089118776,BSDHYK1,01/02/2024,24/11/2023,,1.5 Degrees,1.5 Degrees,International Pledges,Airlines_01/02/2022,2030,2022,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company's targets aim to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI assumes that the company's passenger activity grows according to the passenger aviation activity growth rate projected in the IEA's 2020 Energy Technology Perspective (ETP) and that its freight activity grows according to ICAO post-COIVD projections. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,922.3256727,911.1737246,873.5347455,844.8839503,816.9883265,834.5262635,1116.306025,983.2285441,822.8766107,768.2910824,713.7055541,659.1200258,604.5344975,549.9489692,495.3634408,440.7779125,386.1923842,,,,,,,,,,,,,,,,,,,,
Air Canada,Canada,CAN,Airlines,No,small,CA0089118776,BSDHYK1,01/12/2022,05/12/2022,Not Aligned,,Not Aligned,Not Aligned,Airlines_01/02/2022,,2021,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology (which excludes offsets in the aviation sector). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,968.9503298,956.1485064,915.6864366,847.7271574,860.2038795,913.6429991,1404.457664,1515.234796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Canada,Canada,CAN,Airlines,No,small,CA0089118776,BSDHYK1,01/02/2022,13/01/2022,Not Aligned,,Not Aligned,Not Aligned,Airlines_01/02/2022,,2020,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology (which excludes offsets in the aviation sector).",,951.0,939.0,899.0,848.0,860.0,914.0,1343.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Canada,Canada,CAN,Airlines,No,small,CA0089118776,BSDHYK1,01/12/2020,23/10/2020,,,,Not Aligned,Airlines_01/12/2020,,2019,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,951.0,939.0,899.0,848.0,860.0,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/02/2024,24/11/2023,,Not Aligned,Not Aligned,Not Aligned,Airlines_01/02/2022,,2022,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,839.5017165,844.3964008,806.5511641,814.365531,814.0816858,863.2599859,1074.911466,1068.646119,1099.275508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/12/2022,05/12/2022,1.5 Degrees,,Not Aligned,Not Aligned,Airlines_01/02/2022,,2021,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,839.5017165,844.3964008,806.5511641,814.365531,814.0816858,863.2599859,1074.911466,1068.646119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/02/2022,13/01/2022,Not Aligned,,Not Aligned,Not Aligned,Airlines_01/02/2022,,2020,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,840.0,844.0,807.0,814.0,814.0,863.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/12/2020,23/10/2020,,,,Not Aligned,Airlines_01/12/2020,,2019,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,840.0,844.0,807.0,814.0,814.0,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/12/2019,07/11/2019,,,,Not Aligned,Airlines_01/12/2019,,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,592.0,598.0,570.0,568.0,566.0,570.0,574.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air China,China,CHN,Airlines,No,large,CNE1000001S0;CNE000001NN0,B04KNF1;B1B8WM5;BP3R4G6,01/02/2019,04/01/2019,,,,Not Aligned,Airlines_01/02/2019,,2017,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,111.0,112.0,111.0,107.0,107.0,107.0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air France KLM,France,FRA,Airlines,Yes,medium,FR0000031122,4916039,01/12/2022,05/12/2022,1.5 Degrees,,International Pledges,International Pledges,Airlines_01/02/2022,2030,2021,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity which have been included. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,824.4519959,827.5007969,822.3321646,793.9157181,774.0810998,775.9594416,862.1241794,869.4436297,833.191183,796.9387363,760.6862895,724.4338428,688.1813961,651.9289493,615.6765026,579.4240559,543.1716091,,,,,,,,,,,,,,,,,,,,
Air France KLM,France,FRA,Airlines,Yes,medium,FR0000031122,4916039,01/02/2022,13/01/2022,1.5 Degrees,,Not Aligned,Not Aligned,Airlines_01/02/2022,,2020,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology (which excludes offsets in the aviation sector).",,824.0,828.0,822.0,794.0,774.0,776.0,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air France KLM,France,FRA,Airlines,Yes,medium,FR0000031122,4916039,01/12/2020,23/10/2020,,,,Not Aligned,Airlines_01/12/2020,,2019,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,824.0,828.0,822.0,794.0,774.0,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air France KLM,France,FRA,Airlines,Yes,medium,FR0000031122,4916039,01/12/2019,07/11/2019,,,,Not Aligned,Airlines_01/12/2019,,2018,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company's intensity target includes carbon offsetting, which is inconsistent with TPI's methodology and is therefore not used to estimate future Carbon Performance.",,585.0,582.0,574.0,553.0,538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air New Zealand,New Zealand,NZL,Airlines,No,medium,NZAIRE0001S2,6426484,01/02/2024,24/11/2023,,1.5 Degrees,1.5 Degrees,1.5 Degrees,Airlines_01/02/2022,2030;2050,2022,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s passenger activity grows according to the passenger aviation activity growth rate projected in the IEA’s 2020 Energy Technology Perspective (ETP) and that its freight activity grows according to ICAO post-COVID projections. TPI also assumes that the company’s well-to-wake emissions intensity reduction target could be applied to Scope 1 jet fuel emissions proportionately. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,660.2130942,850.0618026,827.5669313,602.7591218,586.0906703,569.4222188,552.7537674,536.0853159,519.4168644,502.7484129,486.0799615,469.41151,446.2137661,423.0160222,399.8182782,376.6205343,353.4227904,330.2250465,307.0273026,283.8295587,260.6318148,237.4340708,214.2363269,191.038583,167.8408391,144.6430952,121.4453513,98.24760736,75.04986344,51.85211953,28.65437561,5.456631698
Air New Zealand,New Zealand,NZL,Airlines,No,medium,NZAIRE0001S2,6426484,01/12/2022,05/12/2022,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Airlines_01/02/2022,2030;2050,2021,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company’s targets aim to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s passenger activity grows according to the passenger aviation activity growth rate projected in the IEA’s 2020 Energy Technology Perspective (ETP) and that its freight activity grows according to ICAO post-COIVD projections. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,1034.719332,974.3898472,907.3024718,840.2150965,773.1277211,706.0403458,638.9529704,571.8655951,504.7782197,437.6908443,370.603469,352.4974642,334.3914595,316.2854547,298.17945,280.0734452,261.9674404,243.8614357,225.7554309,207.6494262,189.5434214,171.4374167,153.3314119,135.2254072,117.1194024,99.01339764,80.90739289,62.80138813,44.69538338,26.58937862,8.483373868
Ajinomoto,Japan,JPN,Food Producers,No,large,JP3119600009,6010906,01/01/2024,17/07/2023,Not Aligned,,Not Aligned,1.5 Degrees,Food Producers_01/01/2024,2030;2050,2021,Carbon intensity (tCO2e/tonnes agricultural input),"The company has set targets to reduce its absolute emissions and emissions intensity. To calculate this company’s targeted emissions intensity, TPI has assumed that the used agricultural inputs used by the company grow according to the global agricultural input production forecasts from several Integrated Assessment Models under a Business-as-Usual scenario. Also, the company does not explicitly disclose whether agriculture-driven GHGs emissions attributable to the effect of Land Use and Land Use Change are included in its reported Scope 3 - Category 1 emissions. TPI assumes that these are included. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,4.89082346,5.142506706,5.718930233,5.902157054,6.580042122,6.822135444,6.538932227,6.255729011,5.972525794,5.689322577,5.406119361,5.122916144,4.839712927,4.55650971,4.273306494,4.059641169,3.845975844,3.63231052,3.418645195,3.20497987,2.991314546,2.777649221,2.563983896,2.350318572,2.136653247,1.922987922,1.709322597,1.495657273,1.281991948,1.068326623,0.854661299,0.640995974,0.427330649,0.213665325,0.0
Alaska Air,United States of America,USA,Airlines,No,medium,US0116591092,2012605,01/02/2024,24/11/2023,,1.5 Degrees,Not Aligned,Not Aligned,Airlines_01/02/2022,,2022,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology by converting the units but not re-calculated. The company has set targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology (which excludes offsets in the aviation sector). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,953.2264177,938.1744423,889.7904023,931.4836106,925.2048377,925.6841928,1317.334076,1003.00806,880.5933587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
